date,username,text
2/13/2023 23:39,Dinuka Gayantha,"""Heartbreaking news coming from Turkey as a major earthquake strikes the country. Sending love and support to all those affected by this tragedy. Stay safe everyone #TurkeyEarthquake ""😪🌎"
2/14/2023 1:57,Adam Smith,One Of the Greatest Rescue Mission Done By Pakistani Armed Forces. #turkey #turkeyearthquake #Türkiye #ripdave… https://t.co/BoVvAGreRH
2/14/2023 2:38,Monisight,"The earthquake in Turkey brought uncertainty to the passage across the Strait, which may affect the price trend of bulk commodities and the stable operation of the international industrial chain and supply chain.#TurkeyEarthquake #supplychain… https://t.co/MUOYuC8P2x"
2/14/2023 3:22,kaybedenler kulübü üyesi,#TurkeyEarthquake  we are experiencing a disaster
2/14/2023 4:48,𝗚𝗼̈𝗸𝗯𝗲𝗿𝗸 𝗗𝗲𝗺𝗶𝗿𝗰𝗶 𝗘𝘁𝗸𝗶𝗻𝗹𝗶𝗸,You can donate by participating in the Earthquake Aid Campaign from AFAD’s Foreign Bank Accounts. #afad #earthquaketurkey
2/14/2023 6:14,Human Times,Miraculous rescue of 5-year-old Aras after 105 hours buried in the rubble of the devastating earthquake in Turkey!… https://t.co/LS6q83CBqk
2/14/2023 11:30,TheBharatIndia,"BODY OF UTTARAKHAND's PERSON BROUGHT TO STATE FROM TURKEY AND CREMATED
#TurkeyEarthquake https://t.co/EpaGINOCxh"
2/14/2023 11:41,Prasad Abewikrama,"Miracle rescue: 10-year-girl, 13-year-boy, two women saved after 183 hours in Turkey
#TurkeyEarthquake #Turkey… https://t.co/Zj7zMO78U4"
2/14/2023 11:58,Dasun Deshapriya,"Young girl rescued from rubble in Turkey 178 hours after quake
#TurkeySyriaEarthquake #Turkiye #TurkeyEarthquake https://t.co/Q345LsHk0f"
2/14/2023 14:59,ParsToday English,"#Iran sends another aid consignment to quake-hit Turkey as death toll tops 35,000
#TurkeyEarthquake 
https://t.co/68aKYYNckb"
2/14/2023 16:14,Oogway,"More Courage to you... And Salute to your Reporting...
#TurkeyEarthquake https://t.co/XnIy1OVDny"
2/14/2023 17:14,habibur rahaman,"Every nation is busy for helping and shouting for #TurkeyEarthquake but we forget that there is another country. 
Alas! World of selfish.😡"
2/14/2023 18:00,Kiragames,"As the Turkey-Syria earthquake rescue operation enters its final phase, we pray wholeheartedly for the survivors and everyone affected by the earthquake. #TurkeySyriaEarthquake  #TurkeyQuake #PrayForTurkeyAndSyria… https://t.co/KQDR4lFEfL"
2/14/2023 18:29,Cayce Wegman,If this isn’t a testament to the people of Turkey and Syria working tirelessly every minute to save lives. This. Is… https://t.co/izQtjkq3iE
2/14/2023 18:42,W NOW,"The tragedy that ended in tearsnUPDATE: Death toll from earthquakes goes past 37,000 #turkey #syriaearthquake #earthquake #TurkeyEarthquake #disaster #help #SriLanka #wnow #lka… https://t.co/S0uDN5ZJOD"
2/14/2023 18:50,Sfahadkhalid90,"She is the sister of this child. She lost her mother in #TurkeyEarthquake
#PrayForTurkey https://t.co/EYfEM8E34B"
2/14/2023 19:20,Papa John,"35 k people have died so far in turkey, Massive natural disaster.  Rest in peace, the departed souls.… https://t.co/3C70KQD6If"
2/14/2023 19:26,Ro Ome,My workers have taken me to hell #Islam #viral #TurkeyEarthquake #turkeyearthquake2023 #sad #ProphetMuhammad https://t.co/TplbX7hbev
2/14/2023 19:38,TrustMark Real Estate & Marketing,"A devastating earthquake strikes Turkey and Syria, leaving a trail of destruction and loss. 💔

#Earthquake #Turkey… https://t.co/reoQZCHOl9"
2/14/2023 19:38,Europe Brief News,"A Turkish girl has been saved after spending 178 hours under the rubble.

#earthquaketurkey #TurkishEarthquake 
https://t.co/2lFicAncK7"
2/14/2023 20:13,Herry Napitupulu,"Dear world, Syrians and Turkish need your help. How you can help; MSF, UNICEF, WFP, and others are providing food… https://t.co/M2vs4xXXMc"
2/14/2023 22:07,WiLAT Global,"We are looking for experts in the field of crisis management and disaster recovery to support us in time of need. If you're willing to share with us your expertise, please DM us with your details and we will be pleased to connect. #WiLAT #cilt #TurkeyEarthquake #syria #humanity… https://t.co/C9Jkcsh0Kd"
2/15/2023 0:21,PTA News,Anonymous #Pakistani walks into a Turkish embassy in US and donates $30 million to earthquake survivors in #Turkiye… https://t.co/Sq8PLEwAKr
2/15/2023 0:39,NEWS ALL TIME,15-year-old Syrian girl and her 65-year-old father pulled alive from rubble in Turkey's Antakya. They were trapped for nearly 9 days. #TurkeyEarthquake… https://t.co/t4xLyU8ECL
2/15/2023 1:50,News9 Plus,"Slew of fake #Online campaigns scamming people, asking for donations to help victims of Turkey-Syria #earthquakes  #Watch full bulletin here: http://news9plus.onelink.me/gGJb/szjfzwft #Turkey #TurkeyEarthquake #earthquaketurkey #earthquakeinturkey #EarthquakeInTurkiye @krishnaksays #TurkeyQuake… https://t.co/T2AOX4xk0D"
2/15/2023 12:21,Straturka,"A tale of two presidents, one crying and one laughing
#earthquaketurkey https://t.co/PYXNEHihxu"
2/15/2023 15:41,Emma Garcia,Cat hugs dog after earthquake in Turkey. All were saved from debris. #turkeyearthquake https://t.co/W88QmXwWSA
2/15/2023 15:56,Binary Studio,"Our hearts are with those impacted by the devastating earthquake in Turkey. In these challenging times, it's crucial that we support one another. Binary Studio is proud to have helped 7 families affected by the disaster. #TurkeyEarthquake… https://t.co/Q1S8GuQa2u"
2/15/2023 16:00,Bear Buster Official,"""The recent #earthquake in #Turkey and #syria has left thousands of people in need of basic necessities, including clothing. We are blessed to have an opportunity to pack and donate clothes & sleeping bags to those affected by the disaster."" #bearbuster #turkeyquake #donation… https://t.co/0IyT1lfv4G"
2/15/2023 16:19,Madhav की SUNO,"Is Turkey President Responsible? 
#Turkey #turkeyearthquake2023 #TurkeyEarthquake #TurkeyQuake #Turkey_earthquake… https://t.co/NXTs2Gq2oM"
2/15/2023 16:31,World Top Cargo Alliance LLC,"Our thoughts and prayers are with TURKEY.
#turkey #syria #turkeyearthquake #turkeyearthquake2023 #prayforturkey… https://t.co/0TReT1wx0Q"
2/15/2023 16:48,Seymour Hersh,"Turkey should reduce the population density in the capital to reduce losses.
#TurkeyEarthquake
https://t.co/ERFcgedeaj"
2/15/2023 16:58,Bihar Hour,Turkey Earthquake Live Rescue Operations #turkeyearthquake https://t.co/AUeWASszoy https://t.co/qgfXSPcU9g
2/15/2023 17:28,Mummmad Khurram,Big respect for these two Turkish Nurses. During Earthquake they stayed strong &amp; cared new born babies to save them… https://t.co/nhcMJEhClD
2/15/2023 17:36,Suba Sree,"Scammers profit from Turkey-Syria earthquake
#TurkeyEarthquake #Syria #scams 
Visit On: https://t.co/OqwgKsKTDa https://t.co/r7Uz7xAbTW"
2/15/2023 18:25,IndoGraphy,"Turkey After Earthquake. Heartbreaking Aerial Footage 
#Turkey #TurkeyEarthquake #turkeyearthquake2023… https://t.co/mBNsPbEW8W"
2/15/2023 18:56,irwanthoskg,"A BIG SALUTE to all the Rescuers, doctors and volunteers. You are the REAL HEROES...🛐 #TurkeyEarthquake"
2/15/2023 19:22,Bhanu Chandar Garigela,"In all situations and crises, dogs always give people a lesson in #loyalty. A loyal dog in #Turkey tries to save his nanny ! #TurkeyEarthquake teaches us an important lesson that life is unpredictable and nothing is permanent. Be humble, respectful & kind #TurkeySyriaEarthquake… https://t.co/lCTDMOT1sG"
2/15/2023 19:36,the_memes_from,"@travelmaddy What a shame!
Atleast think before posting any advertisements!! Its a disaster for them. 

#Turkey… https://t.co/YrprzAHn06"
2/15/2023 19:40,Crystal Keller,"Is M7.8 Earthquake in Turkey and Syria the Work of Nature? No!!!
https://t.co/nWGQRsst90
#earthquake… https://t.co/1WpgB7c7kw"
2/15/2023 21:28,Chinmaya Mission Niagara,The earthquake in Türkiye has left over a million people homeless and in dire need of nourishment.  We can help by sharing our resources. Any amount will go a long way 🙏🆘 #turkey #turkiye #prayforturkey #relief #TurkeyEarthquake… https://t.co/HgHiu48kVl
2/15/2023 23:49,Biblicism Institute,"24 hours before the #Turkeyearthquake, 10 countries withdrew their ambassadors from #Turkey. There was no epicenter, but a line with thousands of earthquakes. The Turkish secret services are investigating a possible ""criminal intervention."" https://henrymakow.com/2023/02/earthquake-was-punishment-for-.html… https://t.co/GEl9JSPM0a"
2/16/2023 1:22,Nisarg Soni,Few months back #Turkey rejected #Indian wheat by saying that - bad quality &  Today....😀 They're eating the same & totally free #TurkeyEarthquake #TurkeySyriaEarthquake… https://t.co/1ULKBEhqtw
2/16/2023 3:12,Mohammed Awes Ali,"If you're Muslim and these earthquakes haven't woken you up and made you start praying salah…....you're missing the point.
#TurkeyEarthquake"
2/16/2023 3:36,zrf olacak,#1billion #TurkeyEarthquake #earthquake @elonmusk help for turkey
2/16/2023 3:48,XVIII,@Cobratate if he was out by now he would have helped the dying children in Turkey. #TurkeyEarthquake
2/16/2023 5:56,Jash Bhowmik,"Don't worry, everything's going to be fine, time heals. #EarthquakeTurkey #EarthquakeTurkeySyria"
2/16/2023 7:31,Deep Think,May Allah help the earthquake victims of Turkey and Syria and bestow His special mercy on them. #EarthquakeTurkey… https://t.co/gZUAoyn5UE
2/16/2023 15:43,Berk Can Doğan,Turkiye will rise again with the help of Allah 🤲 … https://t.co/5Pw2hcMZ3i
2/16/2023 12:47,KTN News Official,PM Shahbaz Sharif leaves for quake-stricken Türkiye on two-day visit #PMshehbazsharif #Turkey #TurkeyQuake #turkey #earthquake #… https://t.co/AAs5ZglZ6Z
2/16/2023 16:52,Rich Continents,"As the Rich Continents team, we stand by the earthquake victims. We have set up a wallet to help families damaged and homeless in the earthquake. All donations collected will be transferred to non-governmental organizations. #EarthquakeTurkey #deprem #TurkeyEarthquake #Turkey… https://t.co/X53N5taw8j"
2/16/2023 18:27,BRS Party (భారత్ రాష్ట్ర సమితి),"Nature birds gives danger Bell
#TurkeyEarthquake #TurkeySyriaEarthquake https://t.co/nIEDpJNDUy"
2/16/2023 19:30,Owais Attari,It's really shameful for us that there are some those children who wish to die to get relief from cold ❄️ and we don't do anything for them!!! #TurkeyEarthquake #TurkeySyriaEarthquake2023 #Syria_earthquake  #DonateforTurkey Please help them... https://t.co/VSKi6GWG9v
2/16/2023 22:03,OnTopLLC,"Sanjay Gupta rides on helicopter delivering aid to Turkey after the earthquakes.
#earthquake #TurkeyEarthquake #helping #aid"
2/16/2023 22:04,ConflictX,#India #TurkeyEarthquake #Turkiye #Syria Why India sending lesser aid to Syria than Turkey? https://t.co/DWksRxXYpg
2/16/2023 22:25,David Park,"My heart goes out for the people of Turkey 🇹🇷 💔 

#TurkeyEarthquake #TurkeySyriaEarthquake #turkeyearthquake2023"
2/17/2023 1:39,Darker than black,May the angels never go far from them who involved in Turkey's disaster. Amin. 🥺… https://t.co/58IucZBFOK
2/17/2023 2:34,Hydra Market #Rebuild#,Killer Company Cengiz Holding donating to Turkey Read : https://t.co/itNT88bBJb #cengizholding #TekTuerkiye… https://t.co/wwVadnXnbD
2/17/2023 4:33,Almza Writes,"Allah is with you 🤍
#TurkeyEarthquake #SyriaTurkeyEarthquake #PrayForTurkeyAndSyria https://t.co/uoTQisB3dS"
2/17/2023 5:15,Antoinette I.,People are still alive crumbled buildings PLEASE PLEASE PLEASE send drones send dogs send machines PLEASE SEND MORE… https://t.co/CUj1tKAJ6g
2/17/2023 10:09,21worlddd,"Everyone's is Donated &amp; Thinking about  Turkey ! But why they forget Syria ? 
#earthquake #TurkeyEarthquake #syriaearthquake"
2/17/2023 15:43,Day to Day Bharat,"Turkey's death toll exceeds 42,000

https://t.co/XKEL4UKfgm

#DDBnews, #news, #india, #maharashtra, #vidarbha,… https://t.co/eoqck5UjrK"
2/17/2023 17:33,964 English,"Baghdad sent three new relief planes on Friday to Gaziantep, Turkey, following the devastating earthquake on 6 February. Iraqi premier Muhammad al-Sudani has vowed to keep sending aid to both Turkey and Syria. #iraq #TurkeyEarthquake #Syria_earthquake… https://t.co/E5qHZDoZ5x"
2/17/2023 17:34,Al-Mustafa Welfare Society,Al-Mustafa Hospital's Thalassemia Unit requires blood donation to retain the lives of these very special kids. #help #TurkeyEarthquake #blooddonation #DonateForTurkiyeSyria.… https://t.co/FmL7ygswTL
2/17/2023 18:49,Q.A.J,Prime Minister @CMShehbaz  meeting earthquake victims in Adiyaman #PMShehbazinTurkiye… https://t.co/qmbJD64SzA
2/17/2023 19:07,ZekAI.co,"I wish it were just a photo made with artificial intelligence, but there are ten cities in Turkey currently experiencing this reality.  #earthquake #Turkey #TurkeyEarthquake… https://t.co/muwV9B6LcN"
2/17/2023 22:05,SimonWiesenthalCntr,Humanity embraced. #TurkeyEarthquake #Israel https://t.co/TUQOcYVSzk
2/18/2023 3:00,باسل الفياض,"I have been numb! My eyes have frozen and not a single tear has fallen. The tears flow inward, burning my chest and ribs. My mind just processed the tragedy, now, after more than 10 days. #Turkey #Syria #TurkeyEarthquake #Syria_earthquake… https://t.co/fnVAKFsusW"
2/18/2023 7:49,Manish,"After returning after an #EarthquakeTurkey  rescue and search operation, the Turkish people greeted the #IndianArmy👏… https://t.co/HCX3BSiTv3"
2/18/2023 9:53,The Bank of Punjab,"The loss of life and property in Turkiye and Syria is truly devastating. To help these grieving people, donate to the Prime Minister’s Relief Fund at the Bank of Punjab.  #TheBankOfPunjab #HarFardKaKhayal #TurkeyEarthquake #SyriaEarthquake #PakStandsWithTurkiye… https://t.co/H7BBAZqEcG"
2/18/2023 10:49,TUI News,"Turkey’s death toll rises above 39,000 after earthquakes

#TurkeyEarthquake https://t.co/vxW5wo82xT"
2/18/2023 15:06,D’Voiz,#ChristianAtsu thank you for the memorable moments you shared with us. I’m sorry for such a tragic end. You had a good heart. #TurkeyEarthquake #TurkeySyriaEarthquake… https://t.co/lzMPOs7W7A
2/18/2023 15:15,Transfer Fever,The lifeless body of Christian Atsu was found under the rubble. (@yagosabuncuoglu) Our condolences to his family and loved ones. 🙏  #TurkeyQuake… https://t.co/rLOuEOMqa5
2/18/2023 16:27,Damien BATOBA,"RIP  legend @ChristianAtsu20 

#TurkeyEarthquake"
2/18/2023 16:34,12thkhiladi Football,"Our thoughts and prayers are with Atsu's family and friends 😢

#ChristianAtsu #ATSU #rip #TurkeySyriaEarthquake… https://t.co/Oj20aCj8gr"
2/18/2023 17:39,Novella Group,"Honoring the Sudanese rescue team at the house of the consul in Turkey, with the participation of the Chairman of the Board of Directors of Novella Company #deprem #TurkeyEarthquake #novella_grop… https://t.co/59dl20yzTD"
2/18/2023 17:43,Fouadbembachi,"Antakya before and after 💔
#Antakya #TurkeyEarthquake https://t.co/qmv25o7RpM"
2/18/2023 18:00,R.Sport,#ChristianAstu Tributes pour in after news of ex-Chelsea and Newcastle player's tragic demise in #TurkeyEarthquake… https://t.co/k00jmvq4Pk
2/18/2023 19:07,Dprinceofghana,"What a goal @ChristianAtsu20 
Sad day for #Ghanafootball #Ghana #ChristianAstu #TurkeyEarthquake https://t.co/5THZYhpXq8"
2/18/2023 19:21,Stuttering Man,in memory of those who died in the earthquake… https://t.co/CF8lO0197V
2/18/2023 20:00,Go Top News | United States,Ghana's Christian Atsu found dead after Turkey earthquake #GhanaS #ChristianAtsu #FoundDead #TurkeyEarthquake https://t.co/uYloTwMVWD
2/18/2023 20:24,Gorison,Tragic Loss for Football World: Ghanaian Player Christian Atsu Found Dead Under Rubble After Turkey Earthquakes 😢⚽️… https://t.co/f2KTVkfLpW
2/18/2023 23:48,🇹🇷 Arel Aslan 🇹🇷,"Let's stand together and support each other through this difficult period. Stay strong and take care. #TurkeyEarthquake"""
2/19/2023 3:18,Amanda,"13 days, 296 hours after the devastating earthquake in Turkey, rescuers continue to find people alive after searching through the rubble. Absolutely miraculous! #TurkeyEarthquake… https://t.co/TYxDtcbBe4"
2/19/2023 3:19,Cool_Ustaaz ❁,"May Allah SWT grant all of the deceased from the earthquake Jannatul Firdaws. Numbers are looking like they will exceed 50,000! 💔😨😢 Inna lilah wa ina ilayhi raji'un💔🥺 #TurkeyEarthquake #syriaearthquake… https://t.co/fVfHqKtihT"
2/19/2023 3:23,Sarwar Zia,"Subhan Allah, a Syrian brother was rescued after 13 days of being under the rubble, and water was his first request. May Allah help them all #TurkeyEarthquake… https://t.co/CuCfBKToME"
2/19/2023 3:38,DW,"https://t.co/nuaacHrZik @NUFC Christian Atsu's family were at the Newcastle United game, brought a tear or 2😢😢🙏💐❤#NUFC #LFC #NEWLIV Thinking of the family, friends and teammates at this difficult time. #ChristianAtsu #RIPChristianAtsu #TurkeyEarthquake #TurkeyEarthquakes… https://t.co/dsAEYl8Bxo"
2/19/2023 4:02,Spending,Wanna cry 😢💔 They thought he was dead. He also thought his family couldn’t make it 😪 Just listen to the conversation with his brother #Turkey #TurkeyEarthquake #Syria… https://t.co/OKP8Uc5PSt
2/19/2023 4:24,News from Ukraine,"#TurkeyEarthquake death toll rises to 40,642: authorities At the same time, rescuers continue to get people out of the rubble. They managed to get a 45-year-old man alive, who spent 278 hours under heaps of concrete (this is more than 11 days).… https://t.co/VJPJdGhMv0"
2/19/2023 4:28,Stop Erdoğan,41000 dead #erdogan is responsible and needs to be held accountable.  #TurkeyEarthquake #turkiyeearthquake… https://t.co/C7yP4eF2Fe
2/19/2023 4:36,Mustafa Alıç,There are no words big enough to describe this grief. The painful cry of a father who found his children's clothes from the rubble of the earthquake... #Earthquake #EarthquakeTurkey… https://t.co/5BESwEQ7eh
2/19/2023 5:00,ℂ𝕠𝕣𝕟𝕚𝕤𝕙𝕂𝕠𝕡𝕚𝕥𝕖𝕁𝟜𝕋𝟡𝟟 🔥,"Much love to you Turkey 🇹🇷 

#turkey #TURKEY #Turkey_earthquake #TurkeyAndSyriaEarthquake #TurkeySyriaEarthquake… https://t.co/bFSfFemJFe"
2/19/2023 5:04,Akyem Kotoku Royals Rush FC,"@ChristianAtsu20 
Rest in peace champ
#ChristianAtsu 
#RIPChristianAtsu 
#turkeyearthquake2023 
#TurkeyEarthquake https://t.co/JbhXqTw6FS"
2/19/2023 6:41,Asmerom Mekonen,"A Dutch researcher predicted that an #earthquake would hit the region, highlighting with almost exact precision the epicenter of the quake that would soon strike #TurkeyQuake #Syria_earthquake… https://t.co/JCQCpLCx6z"
2/19/2023 7:36,Ian🇰🇪Tesh,"Rip Heroe.
#TurkeyEarthquake https://t.co/bJvpnVUhPs"
2/19/2023 8:56,Susno Juanji,RIP Christian Atsu 31 Years old #TurkeyEarthquake @tv3_ghana @igairport @AJEnglish @detikcom @Bolanet… https://t.co/fFz4MwpT3j
2/19/2023 9:04,🕷️Jude Brown,Love is in the air ❤️ #TurkeyEarthquake #trauma https://t.co/RUefbgXdVO
2/19/2023 9:05,Gavin in Transit,"Earthquake death toll surpasses 46,000 in Syria, Turkey https://t.co/eSQxuVhs2s via @AJEnglish #Turkey #Syria… https://t.co/oz0KRUSwNm"
2/19/2023 10:17,Syed Rafi - నేను తెలుగు 'వాడి'ని.,"When Dad reunited with his 4 year old Daughter, separated during #TurkeyEarthquake. https://t.co/W8b6AnPHWO"
2/19/2023 10:22,Petsfamilia,A true example of pet choosing their parent 🙌 #catparents #catadoption #adoptdo#adoptionjourney #catvideos #turkeyearthquake #turkey #turkeyrescue #turkeycat… https://t.co/EsSBAnBwLM
2/19/2023 11:18,Nimra Basheer,"Ghananian #FOOTBALLER #ChristianAtsu has been found dead under rubble of his home in #Turkey, almost 2 weeks after the earthquake. He previously played for #Chelsea, Newcastle and #Everton. To Allah we belong, and to Him we return #TurkeyEarthquake #turkeyearthquake2023… https://t.co/HZpmlEJQDo"
2/19/2023 11:30,ESUTRANTS TV,"RIP Atsu,rest in peace 😢😭 @ChristianAtsu20 #AtsuForever #ATSU #TurkeyEarthquake #turkeyearthquake2023… https://t.co/jgyxw5CB9k"
2/19/2023 11:34,Preet Gill,"#TurkeyEarthquake #KhalsaAid

Bless you all! https://t.co/e8OHS8lAAs"
2/19/2023 11:46,MSKWorld3,"TURKIYE and Syriya Need Prayers. (By Eshel Murad)
#TurkeyEarthquake, #Syriya, #Nature, #Earthquake, #Help,… https://t.co/FDEZ4n19D0"
2/19/2023 12:04,CGTN Tech,"#China has deployed several #satellites to capture images of the quake-hit areas in #Türkiye, helping the country to better analyze the #disaster situation and allocate relief resources, according to industry newspaper China #Space News. #EarthquakeTurkey… https://t.co/yxXb4iMKqM"
2/19/2023 12:11,Arthur M,"Heartbreaking
 #Syria_earthquake #TurkeyEarthquake
 https://t.co/L0CgWHAlwi"
2/19/2023 13:21,PretoriaLIVE,"More than 46 000 people have been killed in the earthquake that struck Türkiye and Syria, and the toll is expected to soar with some 264 000 apartments in Türkiye destroyed and many still missing in the country’s worst modern disaster. #TurkeyEarthquake @LivePretoria… https://t.co/7eFV60D5bJ"
2/19/2023 13:27,Rasha Abu Baker,"The #UAE’s response to the #TurkeyEarthquake has been formidable, with aid planes taking off almost daily to #Turkey & #Syria to help with search & rescue, medical treatment and rehabilitation… https://t.co/e5wBopF6CK"
2/19/2023 13:55,West-Coast Certified,"No Accusations , Just What Ifs What If His Death Was Intentional ?  What If They Could Have Saved Atsu BUt Internationally Left Him To Die.? Questions 🤔 #RipChristianAtsu #Unitedshowbiz #christianAtsu | Bongo | Fake News | #TurkeyEarthquake… https://t.co/ctpmlphd14"
2/19/2023 14:15,Avinash🇮🇳,"What a chindi choor #Pakistan shameless.
#TurkeyEarthquake #earthquakeinturkey #relief https://t.co/8j3WjMV8KG"
2/19/2023 14:48,NDRF 🇮🇳,NDRF Rescuers deployed under #OperationDost in Türkiye wind up #NDRF exerted tremendous effort in their contribution towards mitigating the colossal tragedy caused by the #TurkeyEarthquake #SavingLivesAndBeyond 🇮🇳… https://t.co/2g0pZoBEaZ
2/19/2023 15:01,امید سحر,"The Pakistani government packed the same relief goods sent by Turkey for flood victims and sent them back to Turkey for earthquake victims. Famous Quote of @TarekFatah ""How come one country can produce so many rectums?"" 😜😂 #EarthquakeTurkeySyria #earthquaketurkey… https://t.co/c5qnZK22lO"
2/19/2023 15:14,Clare Crews,Thank Goodness For The Rescuers ❣️#LoveCats 🐈#TurkeyEarthquake @Gerashchenko_en 🇹🇷 https://t.co/vUrKZ6Rxi9
2/19/2023 15:15,Islam☆Malaysia 🇲🇾☆Cats☆AnwarIbrahimMYPM,"Miracle baby.

#EarthquakeTurkey #MustWatch https://t.co/snztEc5mZ7"
2/19/2023 15:36,Tony Bruno 🇳🇬,"Rest in peace Ghanian legendary footballer #ChristianAtsu 😢😢
#TurkeyEarthquake https://t.co/mVHrhPqlLG"
2/19/2023 15:51,Vara Sports,"Clothing items and everyday essentials needed 🙌🏼
.
.
.
#TurkeyEarthquake #turkey #Syria #Syria_Turkey_Earthquake https://t.co/dIgkErciyW"
2/19/2023 16:09,Edward Graham,"Please pray for #Turkey this morning, their is still so much pain and loss. The devastation is indescribable and the rebuilding will be years. #TurkeyEarthquake… https://t.co/BNcFfKKhST"
2/19/2023 16:42,Becoming Ajebo,May God have mercy on the souls of the lost ones. Whole family and name completely wiped out #TurkeyEarthquake #syriaearthquake
2/19/2023 16:51,Muhammad Bin Zahoor 🇸🇦 🇵🇰 ⁱᴾⁱᵃⁿ,Turkish actors have raised $6.1 billion for earthquake victims. Famous Turkish actors have raised $6 billion for earthquake victims in Turkey and Syria in a live telethon to collect donations. MashaAllah 💖 #TurkeyEarthquake… https://t.co/f0SvUkurrY
2/19/2023 17:00,Newsbook.com.mt,"Footballer Christian Atsu has been found under the rubble of his home almost two weeks after a 7.8 magnitude earthquake hit Turkey and Syria, his agent has confirmed. #ChristianAtsu #football #victim #earthquake #TurkeyQuake #International #news… https://t.co/pUhtERQqi3"
2/19/2023 17:29,Modish-X,"May you find peace in the midst of this tragedy and may the memories of those lost be a source of comfort and strength in the days to come. With deepest sympathy, @modishx_io #Syria_Turkey_Earthquake #syriaearthquake #TurkeyEarthquake #condolence… https://t.co/zPypJUElqE"
2/19/2023 17:41,EFIADA HEMAA 🇬🇭,I'm glad #ATSU expressed his love publicly often to his wife/family. Like by now some lady will appear claiming. #life #love #openly #TurkeyEarthquake #RIPChristianAtsu.… https://t.co/ZW4LYHaRvP
2/19/2023 17:53,Nnadi .C Charles🇳🇬,"Farewell Christian Atsu 👑

You're a legend 

#TurkeyEarthquake #Everton #Nigeria #FarewellAtsu https://t.co/OKZw30HzHe"
2/20/2023 4:03,SoizaDavid,"“The United States will provide an additional $100 million dollars for earthquake response in Turkey and Syria, the U.S. State Department said on Sunday, adding to the $85 million previously approved.” https://t.co/fXSlaO5LCL"
2/20/2023 4:03,marthaki,Turkey in the aftermath of the earthquake  | Focus on Europe https://t.co/1QAsG6mu0V via @YouTube
2/20/2023 4:03,BeatrixKiddooo,An act of God caused the earthquake in Turkey – murderous corruption caused so many deaths | Constanze Letsch https://t.co/2qhHGnsRd5
2/20/2023 4:04,MisterWheeze,"Turkey Earthquake Challenges Erdogan Ahead of Elections #wsjWhatsNews 
https://t.co/rcF2zlpbjv via @PodcastAddict"
2/20/2023 4:05,horlertunji1,Pray for Syria 🇸🇾 #Syria_earthquake #SyriaNeedsHelp #SyriaUnderAttack #Syria_Turkey_Earthquake
2/20/2023 4:05,ReexRco,"The Metallica Foundation has donated $250,000 to aid victims of the massive earthquake in Turkey and Syria.
https://t.co/wsShSVwSJr"
2/20/2023 4:06,1nterestingTech,"""NASA Sends Heartbeat-detecting FINDER to Help Turkey's Earthquake Recovery Efforts""
From: https://t.co/5FB9ZqDMOL
#Tech
#UNSDGs
#TechWithPurpose"
2/20/2023 4:06,filmychuna,Secretary of State Blinken tours the devastation of the earthquake in Turkey #usnews #news https://t.co/YvtBr2d6al
2/20/2023 4:07,Polcritic101,"@SwedishPM @VP @MarinSanna @NATO  has a stupid system, if 1 country can block the will of all other countries for Sweden and Finland to join the alliance. A country that now has been hit by earthquake and probably got help from the 2 countries its boycotting now. Shame on you leaders of #Turkey #erdogan"
2/20/2023 4:08,Katarzy20344731,"I pray for people in #TurkeyEarthquake 
🙏🙏🙏🙏🙏"
2/20/2023 4:09,qudach,"Turkey has ended most search and rescue operations, nearly two weeks after a huge earthquake killed tens of thousands of people, the country's disaster management authority said. https://t.co/kscErMzioM"
2/20/2023 4:09,J_TheFourth,"@98Jabjab2 I hope I'm wrong! 
But think about the recent earthquake in Turkey.... hmm.."
2/20/2023 4:10,M__ofosu,"ICYMI: Turkish Airlines has changed  its logo especially across social media platforms to mourn with families who lost their loved ones during the earthquake that devastated Turkey and Syria.
#RIPChristianAtsu https://t.co/JBzndG8UAH"
2/20/2023 4:17,lifeplan1,"Over 45,000 people have been reported dead due to a recent deadly earthquake that hit the countries of Turkey and Syria. This is coming on the heels of the Corona virus scare of 2020. In another report from that axis, the Euphrates river has also been rep…https://t.co/iFkjuvyilD"
2/20/2023 4:21,PittsburghPG,"Blinken tours earthquake zone in Turkey, unveils $100 million in aid https://t.co/Yv1Kmky3SG"
2/20/2023 4:23,AJforArizona,Thank you @JeffFlake for your continuous support to the #earthquake victims in Turkey and Syria.
2/20/2023 4:24,BGokhsn,My dear cousin Nurdan and her husband Talat who lost their lives in the great earthquake in Turkey 🇹🇷You remain unforgotten. https://t.co/UImuc7GhiK
2/20/2023 4:24,deenvoss,"The death toll from the devastating earthquakes in southeastern #TurkeyEarthquake  has exceeded 41,000 , Turkey’s Emergency Management Agency."
2/20/2023 4:24,ebegodlyk,"Sad news:Christian Atsu dies aged 31 as body found 12 days after devastating earthquake in Turkey his agent and manager have both confirmed.

The former premier league footballer,who played for both Newcastle and Chelsea went missing following the devastating earthquake in Turkey https://t.co/DNsLtIuEqA"
2/20/2023 4:25,gozemturan,The director of Aftersun Charlotte Wells tearfully honours Turkey earthquake victims as she accepts Bafta Awards ❤️
